"tag","condition_verbose","response","node3"
"t001101","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","wanted to exercise","Cu=1"
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","was shortest route","br_p=0"
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","wanted exercise","Cu=1"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","shortest route","br_p=0"
"t000000","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","shortest route","br_p=0"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","shortest route","br_p=0"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","didnt realise they went the long way","Ku_p=0"
"t010111","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","wanted the exercise","Cu=1"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They didn't think to look up a hot dog place on their phone or ask the other vendor.","Ku_f=0"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Perhaps they went with the flow of traffic","br_p=1"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He was burning off more calories before a high calorie food.","Cu=1"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Shortest route for immediate gratification.","Pu_p=1"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","CHose the closest meal for immeditate gratification","C=0"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They didn't like hot dogs and were looking for something else","P=0"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","They are unaware of the hot dog cart so just ate pizza instead. Went with traffic","Ku_f=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","taylor could see the hotdog truck, it's his favourite food","Su=1"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","adrian doesn't like pizza","P=0"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","brooklyn wanted a longer route because they are sporty","C=1"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","they changed their mind about pizza","Pu_f=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","they wanted exercise","Cu=1"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","they changed their mind about hotdogs","Pu_f=0"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","they wanted to see what was nearby","Ku_f=0"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","They did not know area well so it was luck they took a short route","K=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","they wanted to excercise","Cu=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","they wanted the shortest route","br_p=0"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","he did not know wher he was going","K=0"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","it was a quick route","br_p=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","it seemed the quickest","br_p=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","he wanted exercise","Cu=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","they got lost","K=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They wanted to take a long route as they are sporty","C=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He was in the mood for pizza","Pu_f=0"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Taylor wanted pizza for a change","Pu_f=0"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","He did not know the area well and went to the first food place he came across","K=0"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Charlie's favourite food is hot dogs and he wanted a walk","P=1"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Drew's favourite food is hot dogs","P=1"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","His favourite food is hot dogs","P=1"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted a hot dog but went the long route as he doesn't know the area","K=0"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","They know the area well so know the way to the hot dog stand","K=1"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He took the long route to the pizza stand even though he is lazy","br_p=1"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","They took the long route even though they are lazy","br_p=1"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","They don't know the area well so went straight to the stand they could see","K=0"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","They know the area well so took the most direct route to the pizza stand","K=1"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","They don't know the area well so went straight to the stand they could see","K=0"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They are sporty so took the longest route to the pizza stand","C=1"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","They are sporty so took the longest route to the hot dog stand","C=1"
"t010111","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","He wanted a hot dog but didn;t know where the hot dog stand was so accidentally went to the pizza stand first before having to keep going to the hot dog stand","K=0"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","He got confused as to where the stalls were and couldn;t make his mind up as to what to eat","Ku_f=0"
"t001101","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","He passed the hot gdog stand but decided to walk further and therefore had a pizza","Pu_f=0"
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","He took the long way round to the hot dog stand as he wanted a longer walk","Cu=1"
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","He didn't know where the hot dog stand was but when he saw pizza decided he fancied that instead","Pu_f=0"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","He took the shortest possible route to the hot dog stand","br_p=0"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","He reall likes hot dogs so couuldn't resist stopping when he saw them even though he hadn't walked far","P=1"
"t000000","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","He saw the first possible food stand and decided to go there","Ku_f=0"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper doesnt know the area so wandered round and came across the pizza stand and felt it was better than nothing","K=0"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Drew knows that the pizza stand is closer than the hotdog stand","Ku_f=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Jesse went past the hotdog stand as they don't know the area and came across a pizza stand","K=0"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Adrian doesn't know the area so walked and came across the hotdog stand. If he did know thr area he would have gone to the pizza stand first.","K=0"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie went to the pizza stand even thought they're lazy because its cheaper","br_f=0"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Taylor knows the area so has gone to the closest spot","K=1"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn missed the pizza spot because they don't know the area and found the hotdog stand","K=0"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker knows that the hotdog stand is cheaper despite the pizza stand being closer","br_f=1"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","They take a longer route hoping to find the hot dog stand as it's their favourite as they may have found it there in the past.","P=1"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Although they are generally lazy, they were feeling energised that afternoon and went for a longer walk.","Cu=1"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","They didn't desire a hot dog so instead carried on walking around the block and eventually came across the pizza stand and decided to stop.","Pu_f=0"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They saw a hot dog stand and were happy to eat there.","Su=1"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Although Jesse's favourite food is hot dogs, they were feeling active this afternoon and decided to go for a slightly longer walk. Early into that walk they decided they were in fact hungry and stopped for pizza instead.","Cu=1"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Charlie is lazy and didn't fancy going far. They were aware (and could see) that a hot dog stand was in close proximity and that would do.","C=0"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Taylor is active and fancied a longer walk. Although their usual favourite is hot dogs, the company they were in fancied pizza and he knew there was a pizza stall a little further away.","br_f=0"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Drew decided to go for a run around the block today as he is sporty and fancied a jog. On completion of the run he then stopped at the hot dog stall.","C=1"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","charlie went for the hot dog because he is lazy and the hot dog stand appeared closer as it was in his line of sight","C=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Taylor's favourite food is hot dogs but they went the long way round because they are sporty and wanted some exercise","C=1"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","Brooklyn decided to explore the area and discovered the pizza stand","K=0"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Adrian travelled this route to get to know the area better but ultimately decided he wanted to eat hot dogs","K=0"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Jesse's favourite food is hot dogs","P=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","Harper doesnt know the area well so chose this route to learn the area better","K=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","drew is sporty and wanted some exercise","C=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","Parker is lazy and went for the closest option","C=0"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","They know the quickest way to get to the hot dog stand.","Ku_p=1"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","They do not know the quickest way to get to the Hot Dog Stand.","Ku_p=0"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Drew knows the area but wanted to go the long way around to get more exercise.","C=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","Charlie knows the quickest way to get to the hot dog stand.","Ku_p=1"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Harper does not know where the hot dog stand is.","Ku_f=0"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Parker's home is closer to the pizza stand so went there instead of the hot dog stand.","S=0"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","Taylor chose the longest route so they could get more exercise.","Cu=1"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Brooklyn likes pizza.","P=0"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","the person does not know the area so chose to follow the route until the got to the pizza shop","K=0"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","charlie took the fastest and shortest the route to the pizza shop","br_p=0"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","they chose the longest route to get excercise","Cu=1"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","choose the shortest route as they dont know the area well","K=0"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","chose the shortest quickest route possible","br_p=0"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","took the longer route for excercise","Cu=1"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","chose the short route to have a pizza to have a change from the usual hotdogs","Pu_f=0"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","was unsure of the festest route","Ku_p=0"
"t111100","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Taylor wanted pizza and knows the area well enough to find it","Pu_f=0"
"t000000","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Adrian is lazy and went to the only food he could see","C=0"
"t100010","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Harper's favourite food is hot dogs","P=1"
"t001101","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Brooklyn is sporty and chose the longer route","C=1"
"t101011","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","Jesse is sporty and walked the longer route to their favourite food","C=1"
"t011110","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Drew knows the area well and went towards the food he wanted","K=1"
"t110001","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Parker went towards the hot dog stand but it was closed so he continued on to the pizza stand","br_f=0"
"t000001","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","He is lazy so he didn't find the fastest route.","C=0"
"t011111","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to do a full lap since he is sporty.","C=1"
"t001110","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","He was hungry so he ran the shortest distance to get food.","Pu_p=1"
"t110010","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted hotdogs and knows the fastest route since he knows the area.","Pu_f=1"
"t111101","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Taylor is sporty so decided to run a longer distance and get pizza rather than hot dogs.","C=1"
"t100011","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","Harper did not research the quickest route since she is lazy so she walked the whole way around until she found the food she liked.","C=0"
"t101100","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","He doesn't know the area well so didn't know where to find the hot dogs.","K=0"
"t010000","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","He went to the closest stall since he is lazy and knows the other one is further away.","C=0"
"t101000","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","Jesse's see pizza as the only option for her and he didnt know the area well so wouldn't know if there is another food truck nearby.","Ku_f=0"
"t001010","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Brooklyn decided to explore the area and found a hotdog food truck","K=0"
"t100111","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Harper's decided to find hotdogs","Pu_f=1"
"t011011","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","Drew knows where his favourite food is","Ku_f=1"
"t110110","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Parker know where the hot dog is","Ku_f=1"
"t010100","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","Charlie knows where the pizza truck","Ku_f=1"
"t111001","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","Taylor's decided to try something new","Pu_f=0"
"t000101","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","Adrian do not like hot dog","P=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","They wanted to go for a walk and get food on the way.","Cu=1"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","They wanted pizza and went to get some.","Pu_f=0"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","They really fancied a hotdog.","Pu_f=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","He works serving pizza but fancied a hot dog.","Pu_f=1"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","He didn't want to walk far but was really hungry.","C=0"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Walked from his friends house to get a hot dog for tea.","br_p=1"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","He wanted a hot dog and his friends wanted a pizza.","Pu_f=1"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper goes to the pizza stand because it is closer and she is lazy","C=0"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Adrian doesn't know the area well so he goes to the nearest hot dog stand","K=0"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Taylor takes the short route to the hot dog stand because he knows the area","Ku_p=1"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","Brooklyn takes the long route to the hotdog stand because they are sporty","C=1"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Parker takes the longest route because he likes hot dogs","P=1"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Jesse doesn't know the area well","K=0"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Jesse knows where the pizza stand is so he takes the short route","Ku_p=1"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Charlie wants to have pizza","Pu_f=0"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","As he wanted to excersize a bit before he had a hot dog","Cu=1"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","As it may have been closer to the pizza ttruck then the hot dog stand in his eyes","Su=0"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","As she doesnt know that she can walk around and take the longer route to get to the hot dog stand therefore she take the shorter and more obvious way","Ku_p=0"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","He didnt know the way and didnt want pizza so he kept walking to see wether he would find anoher food stand","Pu_f=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","As it was the quickist way to the hot dog stand and he didnt want pizza","Pu_f=1"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","H e didnt want hot dogs and therefore kept walking to find something else to eat","Pu_f=0"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","He wanted to take the longer route to excersize","Cu=1"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Their favourite food is hotdogs and they could see the stand.","P=1"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","They may not have liked pizza enough to go to the visible stand","P=1"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","They travelled further because they're sporty and didn't know the area so couldn't have known if there would be another hotdog stand or not.","C=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Their favourite food could be pizza.","P=0"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","The pizza stand may have been more on-route to their destination.","br_p=1"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","They may have needed to go the long way round for another purpose i.e work or errands.","br_p=1"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","They may have needed to go the long way round for work/errands etc.","br_p=1"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","They're sporty so took a longer route and passed the first truck.","C=1"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Hot dogs is their favourite foods.","P=1"
"t110000","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by short route.","they want to get food at the closest point and they can see the pizza stand. This is the closest and they are lazy to go hunt for hot dog stand that is their favourite.","C=0"
"t111011","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by long route.","They wanted to go the long route as they are fit.","C=1"
"t100001","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by long route.","they don't know the location so they have just been walking.","K=0"
"t010110","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by short route.","Charlie has chosen the closest food point they can see because they are not active.","C=0"
"t011101","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by long route.","Drew has chosen to go past the hot dog stand because 1. they enjoy sport and 2. they might prefer it","C=1"
"t001100","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by short route.","they have seen the hot dog stand but have chosen to travel possibly a bit further as they enjoy running","C=1"
"t000111","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by long route.","Adrian has chosen this route as he doesn't know the location and had to trabel to get there.","K=0"
"t011001","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by long route.","He wanted to go the long way round because he is sporty.","C=1"
"t010010","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by short route.","He wanted a hotdog and wanted the quickest route to get there","Pu_f=1"
"t110100","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by short route.","He wanted to try something different today","Pu_f=0"
"t111111","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by long route.","He wanted to go the long way round because he is sporty","C=1"
"t000011","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by long route.","He wanted a hotdog, but didn't know the quickest way to get there","Ku_p=0"
"t100101","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by long route.","He wanted something different today, but didn't know where the other foodtruck was","Pu_f=0"
"t001000","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by short route.","She was hungry and just wanted a quick bite to eat from the nearest stand","Pu_p=1"
"t101110","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by short route.","He saw the hotdog stand and loves hotdogs so went for it","P=1"
"t010001","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets pizza by long route.","Charlie did not know that the hotdog stand was around the corner, or what other food options were available, so took the long route to explore all their options before decided on pizza","Ku_f=0"
"t000010","No preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets hotdog by short route.","Adrian did not want pizza and took his path to explore the area before coming across the hotdog stand","Pu_f=1"
"t001111","No preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","Brooklyn walked the long route because he is sporty","C=1"
"t011000","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Drew wanted pizza rather than hot dog","Pu_f=0"
"t101101","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets pizza by long route.","Jesse wanted to walk further because they are sporty","C=1"
"t111110","Preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets hotdog by short route.","Taylor wanted hot dogs and knew there was not a hot dog stand elsewhere","Pu_f=1"
"t100100","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","Harper wanted to explore the area and decided to have pizza when they came across the pizza cart","Su=0"
"t110011","Preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","Parker wants to get fit and took the long route to the hot dog stand","Cu=1"
"t010011","No preference for hotdog, Knows area, Lazy, Starts near pizza. Gets hotdog by long route.","wanted to check out the pizza stand but then decided on hot dogs","Pu_f=1"
"t100110","Preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","their favourite food is hotdogs","P=1"
"t011010","No preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","wanted hotdogs over pizza","Pu_f=1"
"t110101","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","checked out the hotdog stand but wanted pizza instead","Pu_f=0"
"t000100","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets pizza by short route.","pizza stand was the first stand he came upon so chose it because he is too lazy to continue looking","C=0"
"t001001","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","walked around the whole block because he is sporty","C=1"
"t111000","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets pizza by short route.","Preferred pizza on this day","Pu_f=0"
"t101111","Preference for hotdog, Doesn't know area, Sporty, Starts near hotdog. Gets hotdog by long route.","didnt know the area too well","K=0"
"t100000","Preference for hotdog, Doesn't know area, Lazy, Starts near pizza. Gets pizza by short route.","Harper is lazy so they went to the closest food track they could see","C=0"
"t001011","No preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by long route.","As Brooklyn is sporty they wanted to check all the available food spots before stopping and eating there","C=1"
"t110111","Preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets hotdog by long route.","Parker knows the area so he did go to his preferred food spot","K=1"
"t111010","Preference for hotdog, Knows area, Sporty, Starts near pizza. Gets hotdog by short route.","Taylor knows the area and went to their favourite spot","K=1"
"t010101","No preference for hotdog, Knows area, Lazy, Starts near hotdog. Gets pizza by long route.","Charlie wanted to go for a walk","Cu=1"
"t101001","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets pizza by long route.","Jesse walked past the hot dog stand but wanted pizza today","Pu_f=0"
"t011100","No preference for hotdog, Knows area, Sporty, Starts near hotdog. Gets pizza by short route.","Drew went to get some pizza today","Pu_f=0"
"t000110","No preference for hotdog, Doesn't know area, Lazy, Starts near hotdog. Gets hotdog by short route.","Adrian went to the first stand they saw","Ku_f=0"
"t101010","Preference for hotdog, Doesn't know area, Sporty, Starts near pizza. Gets hotdog by short route.","Since Jesse is sporty he just cut the corner and saw the hot dog shop so he ran towards it. just a straight path to go to the hot dog shop quickly","C=1"
